CaseNumber;Year;Month;FY;AcquiringFirm;TargetFirm;Size;Phase;Sector;SIC;Approval_Status;Joint_Venture;Joint_Control;Overlap_Type;Product_Market;Geographic_Market;TOH_Assess;Barriers_Assess;Barriers_Significant;Barriers_Identified;Barriers_Regulatory;Barriers_Structural;Barriers_Strategic;Entry_Assess;Num_Entered;Expansion_Assess;Num_Expand;Countervail_Assess;Countervail_Finding;Import_Comp;Import_Share;Import_Constraint;Efficiency_prov;Efficiency_substantive;Counterfactual_Assess;PublicInterest_Assess;PublicInterest_Identified;Conditions;Conditions_Comp_Type;Conditions_PI_Type
2011Mar5712;2011;Mar;2010/11;Capespan (Pty) Ltd;Rapiprop 159 (Pty) Ltd;I;1;Manufacturing;30130;Approved;No;No;Horizontal and vertical;Production and sale of fresh produce fruits including grapes citrus, pome and stone;National and international ;Input foreclosure/customer foreclosure;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effects on industrial/Regional & employment;;;
2011Mar5713;2011;Mar;2010/11;Hosken Consolidated Investments Limited;KWV Holdings Limited;L;1;Manufacturing;3051;Approved;No;No;None;Production and sale of bottled wine, bottled spirits, bulk spirits,contract bottling and carbonated grape juice;;Unilateral effects/coordinated effects;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effects on industrial/Regional & employment;;;
2011Mar5714;2011;Mar;2010/11;Reunert Limited;ECN Telecommunications (Pty) Ltd;L;2;Telecomm;75200;Approved;No;No;Horizontal;Provision of fixed voice services;National;;No;;;;;;No;;No;;Yes;Yes;No;;No;No;;No;Yes;effect on employment;;;
2011Mar5718;2011;Mar;2010/11;Jicama 294 (Pty) Ltd;Macphail Distributors (Pty) Ltd, Xantium Trading 342 (Pty) Ltd, Contract Opencast Mining Services (Pty) Ltd and FSW Property Trust;I;1;Mining;21000;Approved;No;No;None;Coal distribution;;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2011Mar5718;2011;Mar;2010/11;Jicama 294 (Pty) Ltd;Macphail Distributors (Pty) Ltd, Xantium Trading 342 (Pty) Ltd, Contract Opencast Mining Services (Pty) Ltd and FSW Property Trust;I;1;Mining;21000;Approved;No;No;None;Contracting services;;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2011Mar5718;2011;Mar;2010/11;Jicama 294 (Pty) Ltd;Macphail Distributors (Pty) Ltd, Xantium Trading 342 (Pty) Ltd, Contract Opencast Mining Services (Pty) Ltd and FSW Property Trust;I;1;Mining;21000;Approved;No;No;None;Exploration drilling;;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2011Mar5718;2011;Mar;2010/11;Jicama 294 (Pty) Ltd;Macphail Distributors (Pty) Ltd, Xantium Trading 342 (Pty) Ltd, Contract Opencast Mining Services (Pty) Ltd and FSW Property Trust;I;1;Mining;21000;Approved;No;No;None;Material handling;;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2011Mar5718;2011;Mar;2010/11;Jicama 294 (Pty) Ltd;Macphail Distributors (Pty) Ltd, Xantium Trading 342 (Pty) Ltd, Contract Opencast Mining Services (Pty) Ltd and FSW Property Trust;I;1;Mining;21000;Approved;No;No;None;Opencast mining;;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2011Mar5721;2011;Mar;2010/11;Rowmoor Investments 567 (Pty) Ltd;Mangano Properties (Pty) Ltd;I;1;Property;84110;Approved;No;No;Horizontal;Management of rentable A Grade office space in the Sandton node;Sandton node;;No;;;;;;No;;No;;No;;No;;;No;;;;effect on employment;;;
2011Apr0002;2011;Apr;2011/12;Fluxrab Investments No, 199 (Pty) Ltd;Hauliers Consortium (Pty) Ltd;I;1;Transport;71239;Approved;No;No;Horizontal;bulk powder transporting;South Africa;;Yes;;Structural;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2011Apr0003;2011;Apr;2011/12;EADS Deutschland GmbH;Grintek Ewation (Pty)Ltd;I;1;Services;99090;Approved;No;No;None;;National;;No;;;;;;No;;No;;No;;No;;No;No;No;No;No;;;;
2011Apr0004;2011;Apr;2011/12;Resilient Properties (Pty) Ltd;Casadobe Props 75 (Pty) Ltd in respect of 50% of the property letting enterprise known as The Grove Mall;L;1;Property;84110;Approved;No;No;Horizontal;market for provision of minor rentable retail space;Equestria node;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2011Apr0005;2011;Apr;2011/12;Business Venture Investments No 1473 (Pty) Ltd;McDonalds (S,A,) (Pty) Ltd;L;1;Hotels;6420;Approved;No;No;None;acquisition of shares;unspecified;;No;;;;;;No;;No;;No;No;No;;No;No;;No;Yes;effect on employment;;;
2011Apr0006;2011;Apr;2011/12;Basebell Investment (Pty) Ltd;Tecsa (Pty) Ltd;I;1;Wholesale;61490;Approved;No;No;None;undefined;undefined;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;;;;
2011Apr0007;2011;Apr;2011/12;Holistics (Pty) Ltd;Nativa (Pty) Ltd;I;1;Manufacturing;33530;Approved;No;No;None;;National;;No;;;;;;No;;No;;No;;No;;No;No;No;No;No;;;;
2011Apr0008;2011;Apr;2011/12;AIF VII Euro Holdings LP and TowerBrook Capital Partners (U,K) LLP and York Global Finance 51 S,a,r,l;Monier Roofing South Africa (Pty) Ltd;I;2;;88999;Withdrawn;No;Yes;None;undefined;undefined;;No;;;;;;No;;No;;No;No;No;;No;No;;No;Yes;;;;
2011Apr0009;2011;Apr;2011/12;Terzocept Investments and Ivy-Moon 137 (Pty) Ltd;La Garonne Estates (Pty) Ltd and Graham Beck Enterprises (Pty) Ltd and Kangra Group (Pty) Ltd;I;2;Manufacturing;30510;Approved with conditions;No;No;Horizontal;Sale of wine;National;Unilateral effects/coordinated effects;Yes;;Strategic advantages;;;Pricing related strategies;No;;No;;No;;No;;No;No;No;No;Yes;Effects on industrial/Regional & employment;public interest;Behavioural;Effects on industrial/Regional & employment
2011Apr0010;2011;Apr;2011/12;Capital Africa Steel (Pty) Ltd;Alert Steel Holdings Limited and Alert Steel North West (Pty) Ltd;I;1;Manufacturing;35101;Approved;No;No;Vertical ;Reinforcing steel (rebar and mesh) market and steel trading/merchant market;Gauteng;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effects on industrial/Regional & employment;;;
2011Apr0011;2011;Apr;2011/12;Shoprite Checkers (Pty) Ltd;Star Supermarket, a business of Tsomostar CC;L;3;Retail;62209;Approved with conditions;No;No;Horizontal;undefined;;;No;;;;;;No;;No;;No;No;No;;No;No;;No;No;;;;
2011Apr0014;2011;Apr;2011/12;Ciro Beverage Solutions (Pty) Ltd;Epscot (Pty) Ltd;I;1;Manufacturing;30491;Approved;No;No;None;Supply, warehousing and distribution of goods into the “Out of Home” market;South Africa;Customer foreclosure;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2011Apr0015;2011;Apr;2011/12;Life Healthcare Group (Pty) Ltd;Aurora  Hospital (Pty) Ltd;S;3;Health;93111;Approved with conditions;No;No;Horizontal;Provision of acute rehabilitation;National;No;Yes;;Regulatory & Structural;Licensing/ Registration restrictions;Capital investment costs;;No;;No;;No;;No;;No;No;No;No;No;;;;
2011Apr0015;2011;Apr;2011/12;Life Healthcare Group (Pty) Ltd;Aurora  Hospital (Pty) Ltd;S;3;Health;93111;Approved with conditions;No;No;Horizontal;Provision of sub-acute rehabilitation;National;No;Yes;;Regulatory & Structural;Licensing/ Registration restrictions;Capital investment costs;;No;;No;;No;;No;;No;No;No;No;No;;;;
2011Apr0016;2011;Apr;2011/12;Astral Operations Ltd;The Abbatoir Business Currently Being Operated by Corpclo 2410 (Pty) Ltd;I;3;Agriculture;11220;Approved with conditions;No;No;Horizontal and vertical;Production and rearing of broilers;Kwa Zulu Natal ;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;Yes;;Regulatory/Structural;Standards and SPS requirements;Capital investment costs;;No;;No;;Yes;Yes;No;;;No;;No;Yes;Effects on employment & small business/firm ;competition;Behavioural;
2011Apr0016;2011;Apr;2011/12;Astral Operations Ltd;The Abbatoir Business Currently Being Operated by Corpclo 2410 (Pty) Ltd;I;3;Agriculture;11220;Approved with conditions;No;No;Horizontal and vertical;Slaughtering processing and sale of frozen poultry products;National;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;Yes;;Structural;;Capital investment costs;;No;;No;;Yes;Yes;No;;;No;;No;Yes;Effects on employment & small business/firm ;competition;Behavioural;
2011Apr0016;2011;Apr;2011/12;Astral Operations Ltd;The Abbatoir Business Currently Being Operated by Corpclo 2410 (Pty) Ltd;I;3;Agriculture;11220;Approved with conditions;No;No;Horizontal and vertical;Slaughtering, processing and sale of fresh poultry products;Kwa Zulu Natal ;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;Yes;;Structural;;Capital investment costs;;No;;No;;Yes;Yes;No;;;No;;No;Yes;Effects on employment & small business/firm ;competition;Behavioural;
2011Apr0016;2011;Apr;2011/12;Astral Operations Ltd;The Abbatoir Business Currently Being Operated by Corpclo 2410 (Pty) Ltd;I;3;Agriculture;11220;Approved with conditions;No;No;Horizontal and vertical;Slaughtering, processing of poultry products;Kwa Zulu Natal ;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;No;;;;;;No;;No;;Yes;Yes;No;;;No;;No;Yes;Effects on employment & small business/firm ;competition;Behavioural;
2011Apr0016;2011;Apr;2011/12;Astral Operations Ltd;The Abbatoir Business Currently Being Operated by Corpclo 2410 (Pty) Ltd;I;3;Agriculture;11220;Approved with conditions;No;No;Horizontal and vertical;Supply of broiler feed;Kwa Zulu Natal ;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;Yes;;Regulatory/Structural;Licensing/ Registration restrictions;Capital investment costs;;No;;No;;Yes;Yes;No;;;No;;No;Yes;Effects on employment & small business/firm ;competition;Behavioural;
2011Apr0016;2011;Apr;2011/12;Astral Operations Ltd;The Abbatoir Business Currently Being Operated by Corpclo 2410 (Pty) Ltd;I;3;Agriculture;11220;Approved with conditions;No;No;Horizontal and vertical;Supply of day-old broiler chicks;Kwa Zulu Natal ;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;Yes;;Structural;;Capital investment costs;;No;;No;;Yes;Yes;No;;;No;;No;Yes;Effects on employment & small business/firm ;competition;Behavioural;
2011Apr0017;2011;Apr;2011/12;Auburn Avenue Trading 132 (Pty) Ltd and Zevoli 335 (Pty) Ltd;Bel Air Mall (Pty) Ltd and Immobili Retail Investment (Pty) Ltd;I;1;Property;84110;Approved;No;Yes;Horizontal;Community shopping centres;;;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;None;;;
2011Apr0018;2011;Apr;2011/12;Shanike Investments no 137 (Pty) Ltd;Tiso Group (Pty) Ltd & Kagiso Trust Investments (Pty) Ltd;L;1;Property;84120;Approved with conditions;No;No;Horizontal;Distribution of steel and value added steel products;National;No;No;;;;;;No;;No;;No;;No;;No;No;No;No;Yes;Effects on industrial/Regional & employment;competition;Behavioural;
2011Apr0018;2011;Apr;2011/12;Shanike Investments no 137 (Pty) Ltd;Tiso Group (Pty) Ltd & Kagiso Trust Investments (Pty) Ltd;L;1;Property;84120;Approved with conditions;No;No;Horizontal;Provision of financial services;National;No;No;;;;;;No;;No;;No;;No;;No;No;No;No;Yes;Effects on industrial/Regional & employment;competition;Behavioural;
2011Apr0019;2011;Apr;2011/12;Reatile Mining Solutions (Pty) Ltd;Reatile Timrite (Pty) Ltd;I;1;Manufacturing;35411;Approved;No;No;None;None;None;None;No;;;;;;;;No;;No;;No;;;No;;No;Yes;None;;;
2011Apr0020;2011;Apr;2011/12;Mystic Blue Trading 62 (Pty) Ltd;The Rhino Group;L;3;Retail;62209;Approved with conditions;No;No;Horizontal;Retail of grocery, including the retail component of wholesale stores, aimed at low income consumers;Lusikisiki;Unilateral effects/removal of effective competitor;Yes;;Regulatory/Structural/Strategic advantages;;;;No;;No;;Yes;No;No;;;No;;No;Yes;effects on industrial/regional & employment;competition;Structural;
2011Apr0020;2011;Apr;2011/12;Mystic Blue Trading 62 (Pty) Ltd;The Rhino Group;L;3;Retail;62209;Approved with conditions;No;No;Horizontal;Retail of grocery, including the retail component of wholesale stores, aimed at low income consumers;Nongoma;Unilateral effects/removal of effective competitor;Yes;;Regulatory/Structural/Strategic advantages;;;;No;;No;;Yes;No;No;;;No;;No;Yes;effects on industrial/regional & employment;competition;Structural;
2011Apr0020;2011;Apr;2011/12;Mystic Blue Trading 62 (Pty) Ltd;The Rhino Group;L;3;Retail;62209;Approved with conditions;No;No;Horizontal;Retail of liquor to off-premise consumers targeting low income consumers;Lusikisiki;Unilateral effects/removal of effective competitor;Yes;;None;;;;Yes;3;No;;No;;No;;;No;;No;Yes;effects on industrial/regional & employment;competition;Structural;
2011Apr0020;2011;Apr;2011/12;Mystic Blue Trading 62 (Pty) Ltd;The Rhino Group;L;3;Retail;62209;Approved with conditions;No;No;Horizontal;Retail of liquor to off-premise consumers targeting low income consumers;Nongoma;Unilateral effects/removal of effective competitor;Yes;;None;;;;Yes;3;No;;No;;No;;;No;;No;Yes;effects on industrial/regional & employment;competition;Structural;
2011Apr0020;2011;Apr;2011/12;Mystic Blue Trading 62 (Pty) Ltd;The Rhino Group;L;3;Retail;62209;Approved with conditions;No;No;Horizontal;Retail of liquor to off-premise consumers targeting low income consumers;Ulundi ;Unilateral effects/removal of effective competitor;Yes;;None;;;;Yes;3;No;;No;;No;;;No;;No;Yes;effects on industrial/regional & employment;competition;Structural;
2011Apr0020;2011;Apr;2011/12;Mystic Blue Trading 62 (Pty) Ltd;The Rhino Group;L;3;Retail;62209;Approved with conditions;No;No;Horizontal;Wholesale grocery aimed at low income consumers;Matatiele;Unilateral effects/removal of effective competitor;Yes;;Structural/Strategic advantages;;;;No;;No;;Yes;No;No;;;No;;No;Yes;effects on industrial/regional & employment;competition;Structural;
2011Apr0021;2011;Apr;2011/12;Blue Beacon Investments 193 (Pty) Ltd Lonrho Agribusiness (BVI) Ltd;Grindrod SA (Pty) Ltd;I;3;Cargo;74110;Approved;No;No;Horizontal;Provision of freight forwarding services;;;Yes;;Structural;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2011Apr0022;2011;Apr;2011/12;Newshelf 1093 (Pty) Ltd;Pepkor Holdings Ltd;L;2;Retail;6232;Approved;No;Yes;Vertical ;retail;undefined;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2011Apr0023;2011;Apr;2011/12;Afropulse 565 (Pty) Ltd;Duro Pressings (Pty) Ltd;I;1;Mining;24290;Approved;No;No;None;undefined;undefined;;No;;;;;;No;;No;;No;No;No;;No;No;;No;Yes;;;;
2011Apr0024;2011;Apr;2011/12;ADP 1 Holding 6;Liberty Star Consumer Holdings (Pty) Ltd;I;1;Manufacturing;30499;Approved;No;No;None;;National;;No;;;;;;No;;No;;No;;No;;No;No;No;No;No;;;;
2011Apr0025;2011;Apr;2011/12;Crest Chemicals (Pty) Ltd;WK Croxton (Pty) Ltd & Protank;I;2;Manufacturing;33410;Approved;No;No;Vertical ;Import and supply of bulk caustic soda;National;Input foreclosure/customer foreclosure;Yes;;Regulatory/Structural;Standards and SPS requirements;Capital investment costs/ Reliance on scarce resources;;No;;No;;Yes;No;No;;;No;;No;Yes;Effects on industrial/Regional & employment;;;
2011Apr0025;2011;Apr;2011/12;Crest Chemicals (Pty) Ltd;WK Croxton (Pty) Ltd & Protank;I;2;Manufacturing;33410;Approved;No;No;Vertical ;Supply of caustic soda of medium and small volumes;National;Input foreclosure/customer foreclosure;Yes;;Regulatory/Structural;Standards and SPS requirements;Capital investment costs/ Reliance on scarce resources;;No;;No;;Yes;Yes;No;;;No;;No;Yes;Effects on industrial/Regional & employment;;;
2011Apr0028;2011;Apr;2011/12;Keaton Energy Holdings Ltd;Leeuw Mining & Exploration Pty ltd;I;1;Mining;25399;Approved;No;No;None;"Acquiring entity: Keaton Energy is engaged in coal exploration, mining and development with a focus on domestic coal, Keaton Energy is specifically involved in the exploration of 5-seam coal,
Target firm: LME is engaged in coal exploration, mining and development with a particular focus on low and medium ash anthracite for use in export and domestic markets";National;No;No;;;;;;No;;No;;No;;No;;No;No;No;No;No;;;;
2011Apr0029;2011;Apr;2011/12;Micawber 982 Pty ltd;Ndawu Investors Pty ltd;I;1;Property;84130;Approved;No;No;None;;National;;No;;;;;;No;;No;;No;;No;;No;No;No;No;No;;;;
2011Apr0030;2011;Apr;2011/12;Old Mutual Life Assurance Company (SA) Ltd;Momentum Group Ltd;L;3;Insurance;82110;Approved;No;No;Horizontal;Long-term Insurance linked policies;National;Unilateral effects/coordinated effects/removal of potential competitor;Yes;;Regulatory/Strategic advantages;Licensing/ Registration restrictions;;High investment branding;No;;No;;Yes;Yes;No;;;No;;No;Yes;Effects on industrial/Regional & employment;;;
2011Apr0031;2011;Apr;2011/12;UPM-Kymmene Corporation;Myllykoski Corporation and Rhein Papier GmBH;I;3;Manufacturing;32310;Approved;No;No;None;Supply of wood-containing magazine paper;International;Unilateral effects;Yes;;;;;;No;;Yes;2;Yes;Yes;Yes;1;No;No;;No;Yes;effect on employment;;;
2011Apr0032;2011;Apr;2011/12;Business Connexion (Pty) Ltd;SOS Smart Office Services (Pty)  Ltd;I;1;Software consultancy and supply;86200;Approved;No;No;None;Provision of ICT based solutions, Importing, sales, servicing and distribution of office automation equipment;;Unilateral effects/coordinated effects;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effects on industrial/Regional & employment;;;
2011Apr0033;2011;Apr;2011/12;Engine Holding Gmbh;Tognum AG and The Bergen Business operated by the Rolls-Royce Group;L;1;Wholesale;61509;Approved;No;No;Horizontal and vertical;Manufacture and supply of diesel generator sets;International ;Input foreclosure/customer foreclosure;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effects on industrial/Regional & employment;;;
2011Apr0033;2011;Apr;2011/12;Engine Holding Gmbh;Tognum AG and The Bergen Business operated by the Rolls-Royce Group;L;1;Wholesale;61509;Approved;No;No;Horizontal and vertical;Manufacture and supply of diesel reciprocating engine for off-highway applications;International ;Input foreclosure/customer foreclosure;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;Effects on industrial/Regional & employment;;;
